The training set: set 5
********************0********************
Current learning rate: 0.01
Epoch: [0][  0/292]	Loss 2.0631 (2.0631)	Accuracy 15.625 (15.625)
Epoch: [21][280/292]	Loss 1.5091 (1.3848)	Accuracy 40.625 (46.619)
Epoch: [21][290/292]	Loss 1.5600 (1.3852)	Accuracy 46.875 (46.596)
Test: [ 0/73]	Loss 2.3731 (2.3731)	Accuracy  9.375 ( 9.375)
Test: [10/73]	Loss 1.3121 (1.7548)	Accuracy 50.000 (40.341)
Test: [20/73]	Loss 1.1340 (1.6668)	Accuracy 62.500 (41.220)
Test: [30/73]	Loss 1.6510 (1.6513)	Accuracy 37.500 (41.028)
Test: [40/73]	Loss 1.7652 (1.6298)	Accuracy 43.750 (41.768)
Test: [50/73]	Loss 1.3828 (1.5960)	Accuracy 53.125 (43.137)
Test: [60/73]	Loss 1.7936 (1.5979)	Accuracy 37.500 (42.828)
Test: [70/73]	Loss 1.4020 (1.6002)	Accuracy 56.250 (43.222)
Current Accuracy: 43.151
The best accuracy: 52.69691848754883
An epoch time: {:.1f}s95.11891627311707
********************22********************
Current learning rate: 0.01
Epoch: [22][  0/292]	Loss 1.1794 (1.1794)	Accuracy 62.500 (62.500)
Epoch: [22][ 10/292]	Loss 1.3500 (1.3848)	Accuracy 40.625 (48.011)
Epoch: [22][ 20/292]	Loss 1.3452 (1.3711)	Accuracy 43.750 (47.321)
Epoch: [22][ 30/292]	Loss 1.0247 (1.3638)	Accuracy 71.875 (48.589)
Epoch: [22][ 40/292]	Loss 1.4127 (1.3455)	Accuracy 43.750 (49.238)
Epoch: [22][ 50/292]	Loss 1.5910 (1.3400)	Accuracy 40.625 (49.694)
Epoch: [22][ 60/292]	Loss 1.3446 (1.3554)	Accuracy 53.125 (49.129)
Epoch: [22][ 70/292]	Loss 1.1472 (1.3504)	Accuracy 50.000 (49.208)
Epoch: [22][ 80/292]	Loss 1.5289 (1.3638)	Accuracy 43.750 (48.534)
Epoch: [22][ 90/292]	Loss 1.4954 (1.3686)	Accuracy 37.500 (48.214)
Epoch: [22][100/292]	Loss 1.3708 (1.3702)	Accuracy 43.750 (47.989)
Epoch: [22][110/292]	Loss 1.4282 (1.3745)	Accuracy 43.750 (47.832)
Epoch: [22][120/292]	Loss 0.9800 (1.3707)	Accuracy 65.625 (48.140)
Epoch: [22][130/292]	Loss 0.9819 (1.3580)	Accuracy 71.875 (48.783)
Epoch: [22][140/292]	Loss 1.3464 (1.3585)	Accuracy 50.000 (48.936)
Epoch: [22][150/292]	Loss 1.1458 (1.3526)	Accuracy 50.000 (48.945)
Epoch: [22][160/292]	Loss 1.9545 (1.3594)	Accuracy 28.125 (48.680)
Epoch: [22][170/292]	Loss 1.6184 (1.3623)	Accuracy 34.375 (48.684)
Epoch: [22][180/292]	Loss 1.2098 (1.3587)	Accuracy 50.000 (48.791)
Epoch: [22][190/292]	Loss 1.4873 (1.3619)	Accuracy 31.250 (48.691)
Epoch: [22][200/292]	Loss 1.3852 (1.3645)	Accuracy 43.750 (48.725)
Epoch: [22][210/292]	Loss 1.1520 (1.3652)	Accuracy 56.250 (48.771)
Epoch: [22][220/292]	Loss 1.1557 (1.3645)	Accuracy 50.000 (48.544)
Epoch: [22][230/292]	Loss 1.4932 (1.3684)	Accuracy 43.750 (48.268)
Epoch: [22][240/292]	Loss 1.3455 (1.3684)	Accuracy 53.125 (48.262)
Epoch: [22][250/292]	Loss 1.5083 (1.3720)	Accuracy 43.750 (48.108)
Epoch: [22][260/292]	Loss 1.4351 (1.3719)	Accuracy 37.500 (48.096)
Epoch: [22][270/292]	Loss 1.3010 (1.3715)	Accuracy 53.125 (48.028)
Epoch: [22][280/292]	Loss 1.2814 (1.3711)	Accuracy 50.000 (48.109)
Epoch: [22][290/292]	Loss 1.1997 (1.3718)	Accuracy 56.250 (48.035)
Test: [ 0/73]	Loss 2.6833 (2.6833)	Accuracy  3.125 ( 3.125)
Test: [10/73]	Loss 1.0433 (1.2882)	Accuracy 68.750 (53.693)
Test: [20/73]	Loss 1.1082 (1.2748)	Accuracy 56.250 (53.720)
Test: [30/73]	Loss 1.3374 (1.2714)	Accuracy 43.750 (53.528)
Test: [40/73]	Loss 1.3945 (1.2762)	Accuracy 46.875 (52.973)
Test: [50/73]	Loss 1.1847 (1.2475)	Accuracy 56.250 (53.983)
Test: [60/73]	Loss 1.2082 (1.2633)	Accuracy 62.500 (52.869)
Test: [70/73]	Loss 1.0843 (1.2536)	Accuracy 71.875 (53.785)
Current Accuracy: 53.682
The best accuracy: 53.6815071105957
An epoch time: {:.1f}s95.21666526794434
********************23********************
Current learning rate: 0.01
Epoch: [23][  0/292]	Loss 1.6892 (1.6892)	Accuracy 37.500 (37.500)
Epoch: [23][ 10/292]	Loss 1.2101 (1.3810)	Accuracy 53.125 (46.307)
Epoch: [23][ 20/292]	Loss 1.2651 (1.3443)	Accuracy 56.250 (48.810)
Epoch: [23][ 30/292]	Loss 1.2234 (1.3523)	Accuracy 50.000 (48.185)
Epoch: [23][ 40/292]	Loss 1.2969 (1.3518)	Accuracy 37.500 (47.409)
Epoch: [23][ 50/292]	Loss 1.2907 (1.3478)	Accuracy 50.000 (47.978)
Epoch: [23][ 60/292]	Loss 1.4038 (1.3437)	Accuracy 50.000 (47.900)
Epoch: [23][ 70/292]	Loss 1.3009 (1.3344)	Accuracy 56.250 (48.856)
Epoch: [23][ 80/292]	Loss 1.3313 (1.3381)	Accuracy 50.000 (49.035)
Epoch: [23][ 90/292]	Loss 1.4861 (1.3423)	Accuracy 46.875 (49.245)
Epoch: [23][100/292]	Loss 1.6048 (1.3390)	Accuracy 43.750 (49.474)
Epoch: [23][110/292]	Loss 1.4525 (1.3356)	Accuracy 50.000 (49.887)
Epoch: [23][120/292]	Loss 1.2483 (1.3335)	Accuracy 68.750 (50.181)
Epoch: [23][130/292]	Loss 1.3932 (1.3331)	Accuracy 40.625 (49.714)
Epoch: [23][140/292]	Loss 1.3488 (1.3367)	Accuracy 37.500 (49.424)
Epoch: [23][150/292]	Loss 1.4788 (1.3392)	Accuracy 34.375 (49.358)
Epoch: [23][160/292]	Loss 1.2122 (1.3403)	Accuracy 50.000 (49.340)
Epoch: [23][170/292]	Loss 1.3749 (1.3393)	Accuracy 46.875 (49.397)
Epoch: [23][180/292]	Loss 1.4548 (1.3391)	Accuracy 50.000 (49.448)
Epoch: [23][190/292]	Loss 1.5747 (1.3426)	Accuracy 37.500 (49.215)
Epoch: [23][200/292]	Loss 1.5690 (1.3480)	Accuracy 34.375 (48.958)
Epoch: [23][210/292]	Loss 1.4550 (1.3509)	Accuracy 53.125 (48.919)
Epoch: [23][220/292]	Loss 1.1762 (1.3505)	Accuracy 50.000 (48.883)
Epoch: [23][230/292]	Loss 1.2279 (1.3503)	Accuracy 56.250 (48.877)
Epoch: [23][240/292]	Loss 1.2499 (1.3504)	Accuracy 46.875 (48.911)
Epoch: [23][250/292]	Loss 1.3901 (1.3530)	Accuracy 53.125 (48.767)
Epoch: [23][260/292]	Loss 1.3439 (1.3553)	Accuracy 46.875 (48.539)
Epoch: [23][270/292]	Loss 1.3132 (1.3550)	Accuracy 50.000 (48.478)
Epoch: [23][280/292]	Loss 1.2665 (1.3547)	Accuracy 50.000 (48.476)
Epoch: [23][290/292]	Loss 1.2385 (1.3558)	Accuracy 56.250 (48.432)
Test: [ 0/73]	Loss 2.6751 (2.6751)	Accuracy  9.375 ( 9.375)
Test: [10/73]	Loss 0.9595 (1.2196)	Accuracy 62.500 (54.545)
Test: [20/73]	Loss 1.1126 (1.2224)	Accuracy 65.625 (56.250)
Test: [30/73]	Loss 1.3282 (1.2264)	Accuracy 53.125 (54.940)
Test: [40/73]	Loss 1.3055 (1.2354)	Accuracy 62.500 (54.802)
Test: [50/73]	Loss 1.0634 (1.2152)	Accuracy 65.625 (55.699)
Test: [60/73]	Loss 1.2136 (1.2282)	Accuracy 56.250 (54.969)
Test: [70/73]	Loss 0.9767 (1.2201)	Accuracy 65.625 (55.282)
Current Accuracy: 55.223
The best accuracy: 55.22260284423828
An epoch time: {:.1f}s94.95974659919739
********************24********************
Current learning rate: 0.01
Epoch: [24][  0/292]	Loss 1.4393 (1.4393)	Accuracy 37.500 (37.500)
Epoch: [24][ 10/292]	Loss 1.3844 (1.3679)	Accuracy 50.000 (43.750)
Epoch: [24][ 20/292]	Loss 1.6704 (1.3734)	Accuracy 31.250 (45.685)
Epoch: [24][ 30/292]	Loss 1.2567 (1.3278)	Accuracy 50.000 (48.690)
Epoch: [24][ 40/292]	Loss 1.2237 (1.3312)	Accuracy 53.125 (48.476)
Epoch: [24][ 50/292]	Loss 1.5999 (1.3553)	Accuracy 46.875 (47.610)
Epoch: [24][ 60/292]	Loss 1.1489 (1.3499)	Accuracy 53.125 (48.053)
Epoch: [24][ 70/292]	Loss 1.1779 (1.3410)	Accuracy 53.125 (48.504)
Epoch: [24][ 80/292]	Loss 1.4043 (1.3411)	Accuracy 40.625 (48.920)
Epoch: [24][ 90/292]	Loss 1.4303 (1.3379)	Accuracy 40.625 (49.245)
Epoch: [24][100/292]	Loss 1.3730 (1.3421)	Accuracy 40.625 (48.917)
Epoch: [24][110/292]	Loss 1.0716 (1.3446)	Accuracy 59.375 (48.536)
Epoch: [24][120/292]	Loss 1.4464 (1.3488)	Accuracy 40.625 (48.063)
Epoch: [24][130/292]	Loss 1.6440 (1.3519)	Accuracy 34.375 (47.853)
Epoch: [24][140/292]	Loss 1.4522 (1.3519)	Accuracy 34.375 (47.850)
Epoch: [24][150/292]	Loss 1.7067 (1.3482)	Accuracy 31.250 (47.951)
Epoch: [24][160/292]	Loss 1.7205 (1.3483)	Accuracy 31.250 (48.059)
Epoch: [24][170/292]	Loss 1.2195 (1.3445)	Accuracy 56.250 (48.118)
Epoch: [24][180/292]	Loss 1.4357 (1.3395)	Accuracy 53.125 (48.170)
Epoch: [24][190/292]	Loss 1.4999 (1.3439)	Accuracy 37.500 (48.037)
Epoch: [24][200/292]	Loss 1.3291 (1.3488)	Accuracy 37.500 (47.823)
Epoch: [24][210/292]	Loss 1.1271 (1.3478)	Accuracy 53.125 (47.778)
Epoch: [24][220/292]	Loss 1.3115 (1.3465)	Accuracy 56.250 (47.723)
Epoch: [24][230/292]	Loss 1.5888 (1.3487)	Accuracy 40.625 (47.578)
Epoch: [24][240/292]	Loss 1.2834 (1.3471)	Accuracy 65.625 (47.757)
Epoch: [24][250/292]	Loss 1.4213 (1.3519)	Accuracy 40.625 (47.547)
Epoch: [24][260/292]	Loss 1.3277 (1.3502)	Accuracy 43.750 (47.605)
Epoch: [24][270/292]	Loss 1.1068 (1.3488)	Accuracy 56.250 (47.705)
Epoch: [24][280/292]	Loss 1.1736 (1.3483)	Accuracy 56.250 (47.820)
Epoch: [24][290/292]	Loss 1.3150 (1.3509)	Accuracy 50.000 (47.799)
Test: [ 0/73]	Loss 1.9563 (1.9563)	Accuracy 25.000 (25.000)
Test: [10/73]	Loss 1.0061 (1.2292)	Accuracy 62.500 (54.261)
Test: [20/73]	Loss 0.9647 (1.2213)	Accuracy 62.500 (55.208)
Test: [30/73]	Loss 1.1778 (1.2160)	Accuracy 50.000 (54.435)
Test: [40/73]	Loss 1.2781 (1.2168)	Accuracy 53.125 (54.345)
Test: [50/73]	Loss 1.0485 (1.1919)	Accuracy 62.500 (54.841)
Test: [60/73]	Loss 1.2548 (1.1917)	Accuracy 56.250 (54.764)
Test: [70/73]	Loss 0.8645 (1.1854)	Accuracy 65.625 (55.062)
Current Accuracy: 55.137
The best accuracy: 55.22260284423828
An epoch time: {:.1f}s93.996018409729
********************25********************
Current learning rate: 0.01
Epoch: [25][  0/292]	Loss 1.4295 (1.4295)	Accuracy 50.000 (50.000)
Epoch: [25][ 10/292]	Loss 1.1750 (1.2362)	Accuracy 59.375 (56.534)
Epoch: [25][ 20/292]	Loss 1.3078 (1.3035)	Accuracy 50.000 (52.232)
Epoch: [25][ 30/292]	Loss 1.1979 (1.2838)	Accuracy 50.000 (51.613)
Epoch: [25][ 40/292]	Loss 1.2381 (1.2868)	Accuracy 50.000 (51.220)
Epoch: [25][ 50/292]	Loss 1.4286 (1.3198)	Accuracy 56.250 (50.123)
Epoch: [25][ 60/292]	Loss 1.3491 (1.3236)	Accuracy 50.000 (50.256)
Epoch: [25][ 70/292]	Loss 1.2905 (1.3264)	Accuracy 40.625 (49.868)
Epoch: [25][ 80/292]	Loss 1.6459 (1.3233)	Accuracy 34.375 (49.730)
Epoch: [25][ 90/292]	Loss 1.3351 (1.3252)	Accuracy 46.875 (49.348)
Epoch: [25][100/292]	Loss 1.3949 (1.3287)	Accuracy 50.000 (49.381)
Epoch: [25][110/292]	Loss 1.3542 (1.3343)	Accuracy 46.875 (49.240)
Epoch: [25][120/292]	Loss 1.1790 (1.3365)	Accuracy 62.500 (49.225)
Epoch: [25][130/292]	Loss 1.4845 (1.3399)	Accuracy 37.500 (49.356)
Epoch: [25][140/292]	Loss 1.1724 (1.3453)	Accuracy 56.250 (49.113)
Epoch: [25][150/292]	Loss 1.1728 (1.3396)	Accuracy 53.125 (49.276)
Epoch: [25][160/292]	Loss 1.5506 (1.3394)	Accuracy 46.875 (49.262)
Epoch: [25][170/292]	Loss 1.2717 (1.3370)	Accuracy 56.250 (49.543)
Epoch: [25][180/292]	Loss 1.1910 (1.3388)	Accuracy 56.250 (49.413)
Epoch: [25][190/292]	Loss 1.6111 (1.3406)	Accuracy 34.375 (49.395)
Epoch: [25][200/292]	Loss 1.3155 (1.3352)	Accuracy 56.250 (49.596)
Epoch: [25][210/292]	Loss 1.3280 (1.3361)	Accuracy 46.875 (49.615)
Epoch: [25][220/292]	Loss 1.3644 (1.3356)	Accuracy 40.625 (49.420)
Epoch: [25][230/292]	Loss 1.2427 (1.3347)	Accuracy 46.875 (49.445)
Epoch: [25][240/292]	Loss 1.0439 (1.3294)	Accuracy 59.375 (49.559)
Epoch: [25][250/292]	Loss 1.4738 (1.3279)	Accuracy 43.750 (49.564)
Epoch: [25][260/292]	Loss 1.3993 (1.3310)	Accuracy 31.250 (49.330)
Epoch: [25][270/292]	Loss 1.5044 (1.3322)	Accuracy 37.500 (49.262)
Epoch: [25][280/292]	Loss 1.6586 (1.3336)	Accuracy 43.750 (49.266)
Epoch: [25][290/292]	Loss 1.7432 (1.3312)	Accuracy 25.000 (49.377)
Test: [ 0/73]	Loss 2.6839 (2.6839)	Accuracy  3.125 ( 3.125)
Test: [10/73]	Loss 0.9559 (1.2744)	Accuracy 65.625 (53.977)
Test: [20/73]	Loss 1.0088 (1.2174)	Accuracy 68.750 (56.399)
Test: [30/73]	Loss 1.1231 (1.2004)	Accuracy 53.125 (56.351)
Test: [40/73]	Loss 1.2761 (1.1947)	Accuracy 53.125 (56.631)
Test: [50/73]	Loss 0.9150 (1.1696)	Accuracy 68.750 (57.353)
Test: [60/73]	Loss 1.1341 (1.1836)	Accuracy 62.500 (56.814)
Test: [70/73]	Loss 0.9529 (1.1767)	Accuracy 59.375 (56.690)
Current Accuracy: 56.592
The best accuracy: 56.592464447021484
An epoch time: {:.1f}s94.55022668838501
********************26********************
Current learning rate: 0.01
Epoch: [26][  0/292]	Loss 1.5667 (1.5667)	Accuracy 43.750 (43.750)
Epoch: [26][ 10/292]	Loss 1.2794 (1.3098)	Accuracy 56.250 (50.000)
Epoch: [26][ 20/292]	Loss 1.2599 (1.3173)	Accuracy 56.250 (49.405)
Epoch: [26][ 30/292]	Loss 1.4459 (1.2969)	Accuracy 62.500 (51.411)
Epoch: [26][ 40/292]	Loss 1.2804 (1.2963)	Accuracy 59.375 (51.372)
Epoch: [26][ 50/292]	Loss 1.2655 (1.2910)	Accuracy 53.125 (51.164)
Epoch: [26][ 60/292]	Loss 1.0578 (1.2744)	Accuracy 68.750 (51.742)
Epoch: [26][ 70/292]	Loss 1.3906 (1.2951)	Accuracy 50.000 (51.232)
Epoch: [26][ 80/292]	Loss 1.3781 (1.2882)	Accuracy 46.875 (51.505)
Epoch: [26][ 90/292]	Loss 1.1602 (1.2948)	Accuracy 56.250 (50.962)
Epoch: [26][100/292]	Loss 1.2948 (1.3013)	Accuracy 50.000 (50.464)
Epoch: [26][110/292]	Loss 1.3861 (1.2981)	Accuracy 43.750 (50.648)
Epoch: [26][120/292]	Loss 0.9592 (1.3007)	Accuracy 75.000 (50.646)
Epoch: [26][130/292]	Loss 1.3616 (1.2991)	Accuracy 46.875 (50.382)
Epoch: [26][140/292]	Loss 1.1293 (1.3067)	Accuracy 59.375 (50.133)
Epoch: [26][150/292]	Loss 1.1983 (1.3094)	Accuracy 46.875 (49.793)
Epoch: [26][160/292]	Loss 1.1035 (1.3048)	Accuracy 50.000 (49.961)
Epoch: [26][170/292]	Loss 0.9151 (1.3004)	Accuracy 75.000 (50.146)
Epoch: [26][180/292]	Loss 1.4871 (1.3084)	Accuracy 43.750 (49.793)
Epoch: [26][190/292]	Loss 1.2521 (1.3105)	Accuracy 56.250 (49.951)
Epoch: [26][200/292]	Loss 1.0478 (1.3135)	Accuracy 65.625 (49.658)
Epoch: [26][210/292]	Loss 1.4782 (1.3132)	Accuracy 40.625 (49.778)
Epoch: [26][220/292]	Loss 1.2765 (1.3177)	Accuracy 62.500 (49.717)
Epoch: [26][230/292]	Loss 1.2920 (1.3146)	Accuracy 50.000 (49.851)
Epoch: [26][240/292]	Loss 1.3937 (1.3165)	Accuracy 50.000 (49.715)
Epoch: [26][250/292]	Loss 1.3190 (1.3138)	Accuracy 53.125 (49.838)
Epoch: [26][260/292]	Loss 1.1755 (1.3146)	Accuracy 62.500 (49.844)
Epoch: [26][270/292]	Loss 1.2967 (1.3172)	Accuracy 46.875 (49.666)
Epoch: [26][280/292]	Loss 1.5019 (1.3155)	Accuracy 34.375 (49.633)
Epoch: [26][290/292]	Loss 1.3374 (1.3159)	Accuracy 46.875 (49.689)
Test: [ 0/73]	Loss 2.0832 (2.0832)	Accuracy 28.125 (28.125)
Test: [10/73]	Loss 0.8323 (1.1655)	Accuracy 68.750 (57.102)
Test: [20/73]	Loss 1.1103 (1.2143)	Accuracy 59.375 (54.464)
Test: [30/73]	Loss 1.3024 (1.2458)	Accuracy 46.875 (52.621)
Test: [40/73]	Loss 1.3651 (1.2553)	Accuracy 43.750 (52.134)
Test: [50/73]	Loss 1.0739 (1.2425)	Accuracy 59.375 (52.696)
Test: [60/73]	Loss 1.2486 (1.2569)	Accuracy 50.000 (51.998)
Test: [70/73]	Loss 1.1085 (1.2453)	Accuracy 53.125 (52.509)
Current Accuracy: 52.483
The best accuracy: 56.592464447021484
An epoch time: {:.1f}s94.34696125984192
********************27********************
Current learning rate: 0.01
Epoch: [27][  0/292]	Loss 1.1157 (1.1157)	Accuracy 53.125 (53.125)
Epoch: [27][ 10/292]	Loss 1.3922 (1.2820)	Accuracy 40.625 (50.000)
Epoch: [27][ 20/292]	Loss 1.1422 (1.2808)	Accuracy 56.250 (49.851)
Epoch: [27][ 30/292]	Loss 1.3183 (1.3067)	Accuracy 46.875 (50.202)
Epoch: [27][ 40/292]	Loss 1.3734 (1.3066)	Accuracy 40.625 (50.991)
Epoch: [27][ 50/292]	Loss 1.1396 (1.3096)	Accuracy 62.500 (50.613)
Epoch: [27][ 60/292]	Loss 1.3597 (1.3086)	Accuracy 53.125 (51.025)
Epoch: [27][ 70/292]	Loss 1.6140 (1.3154)	Accuracy 43.750 (50.264)
Epoch: [27][ 80/292]	Loss 1.0141 (1.3150)	Accuracy 71.875 (50.309)
Epoch: [27][ 90/292]	Loss 1.0822 (1.3072)	Accuracy 62.500 (50.309)
Epoch: [27][100/292]	Loss 1.4609 (1.3083)	Accuracy 56.250 (50.588)
Epoch: [27][110/292]	Loss 1.3710 (1.3085)	Accuracy 50.000 (50.450)
Epoch: [27][120/292]	Loss 1.1139 (1.3042)	Accuracy 56.250 (50.671)
Epoch: [27][130/292]	Loss 1.1211 (1.3027)	Accuracy 59.375 (50.954)
Epoch: [27][140/292]	Loss 1.3519 (1.3069)	Accuracy 43.750 (50.820)
Epoch: [27][150/292]	Loss 1.3849 (1.3050)	Accuracy 53.125 (50.828)
Epoch: [27][160/292]	Loss 1.5274 (1.3027)	Accuracy 46.875 (51.029)
Epoch: [27][170/292]	Loss 1.1815 (1.3077)	Accuracy 59.375 (50.841)
Epoch: [27][180/292]	Loss 1.3092 (1.3046)	Accuracy 53.125 (50.898)
Epoch: [27][190/292]	Loss 1.7969 (1.3063)	Accuracy 40.625 (50.785)
Epoch: [27][200/292]	Loss 1.3923 (1.3078)	Accuracy 50.000 (50.684)
Epoch: [27][210/292]	Loss 1.1715 (1.3074)	Accuracy 46.875 (50.726)
Epoch: [27][220/292]	Loss 1.1717 (1.3042)	Accuracy 59.375 (50.919)
Epoch: [27][230/292]	Loss 1.1853 (1.3063)	Accuracy 46.875 (50.771)
Epoch: [27][240/292]	Loss 1.3224 (1.3067)	Accuracy 43.750 (50.584)
Epoch: [27][250/292]	Loss 1.5377 (1.3091)	Accuracy 50.000 (50.461)
Epoch: [27][260/292]	Loss 1.2690 (1.3049)	Accuracy 50.000 (50.682)
Epoch: [27][270/292]	Loss 1.0177 (1.3037)	Accuracy 53.125 (50.634)
Epoch: [27][280/292]	Loss 1.4330 (1.3070)	Accuracy 40.625 (50.589)
Epoch: [27][290/292]	Loss 1.2027 (1.3067)	Accuracy 62.500 (50.623)
Test: [ 0/73]	Loss 2.2847 (2.2847)	Accuracy  9.375 ( 9.375)
Test: [10/73]	Loss 0.9380 (1.2370)	Accuracy 68.750 (52.273)
Test: [20/73]	Loss 1.0663 (1.2153)	Accuracy 62.500 (55.655)
Test: [30/73]	Loss 1.2098 (1.2072)	Accuracy 56.250 (56.351)
Test: [40/73]	Loss 1.3352 (1.2114)	Accuracy 53.125 (55.945)
Test: [50/73]	Loss 0.9777 (1.1795)	Accuracy 65.625 (57.230)
Test: [60/73]	Loss 1.1419 (1.1910)	Accuracy 62.500 (56.045)
Test: [70/73]	Loss 1.0701 (1.1831)	Accuracy 71.875 (55.898)
Current Accuracy: 55.779
The best accuracy: 56.592464447021484
An epoch time: {:.1f}s94.57324481010437
********************28********************
Current learning rate: 0.01
Epoch: [28][  0/292]	Loss 1.3260 (1.3260)	Accuracy 53.125 (53.125)
Epoch: [28][ 10/292]	Loss 1.2273 (1.2294)	Accuracy 53.125 (57.386)
Epoch: [28][ 20/292]	Loss 1.0908 (1.2537)	Accuracy 59.375 (53.274)
Epoch: [28][ 30/292]	Loss 1.2473 (1.2507)	Accuracy 43.750 (52.319)
Epoch: [28][ 40/292]	Loss 1.0931 (1.2681)	Accuracy 62.500 (52.515)
Epoch: [28][ 50/292]	Loss 1.1445 (1.2748)	Accuracy 43.750 (52.390)
Epoch: [28][ 60/292]	Loss 1.1921 (1.2937)	Accuracy 56.250 (51.434)
Epoch: [28][ 70/292]	Loss 1.2073 (1.2880)	Accuracy 56.250 (51.408)
Epoch: [28][ 80/292]	Loss 1.1249 (1.2979)	Accuracy 50.000 (51.196)
Epoch: [28][ 90/292]	Loss 1.1419 (1.3120)	Accuracy 59.375 (50.446)
Epoch: [28][100/292]	Loss 1.4065 (1.3160)	Accuracy 50.000 (50.402)
Epoch: [28][110/292]	Loss 1.4077 (1.3220)	Accuracy 40.625 (50.000)
Epoch: [28][120/292]	Loss 1.1215 (1.3138)	Accuracy 59.375 (50.439)
Epoch: [28][130/292]	Loss 1.7086 (1.3186)	Accuracy 43.750 (50.382)
Epoch: [28][140/292]	Loss 1.4208 (1.3151)	Accuracy 53.125 (50.355)
Epoch: [28][150/292]	Loss 1.4446 (1.3157)	Accuracy 40.625 (50.310)
Epoch: [28][160/292]	Loss 1.0938 (1.3110)	Accuracy 56.250 (50.485)
Epoch: [28][170/292]	Loss 1.3324 (1.3116)	Accuracy 53.125 (50.457)
Epoch: [28][180/292]	Loss 1.5037 (1.3104)	Accuracy 40.625 (50.449)
Epoch: [28][190/292]	Loss 1.3297 (1.3084)	Accuracy 43.750 (50.327)
Epoch: [28][200/292]	Loss 1.5904 (1.3078)	Accuracy 34.375 (50.358)
Epoch: [28][210/292]	Loss 1.6378 (1.3109)	Accuracy 31.250 (50.252)
Epoch: [28][220/292]	Loss 1.2637 (1.3115)	Accuracy 50.000 (50.170)
Epoch: [28][230/292]	Loss 1.2303 (1.3121)	Accuracy 62.500 (50.284)
Epoch: [28][240/292]	Loss 0.9817 (1.3085)	Accuracy 75.000 (50.298)
Epoch: [28][250/292]	Loss 1.3500 (1.3095)	Accuracy 50.000 (50.299)
Epoch: [28][260/292]	Loss 1.2296 (1.3060)	Accuracy 53.125 (50.515)
Epoch: [28][270/292]	Loss 1.6000 (1.3020)	Accuracy 50.000 (50.669)
Epoch: [28][280/292]	Loss 1.0350 (1.2999)	Accuracy 59.375 (50.723)
Epoch: [28][290/292]	Loss 1.2486 (1.3000)	Accuracy 56.250 (50.666)
Test: [ 0/73]	Loss 2.3170 (2.3170)	Accuracy 18.750 (18.750)
Test: [10/73]	Loss 0.8588 (1.2502)	Accuracy 59.375 (51.136)
Test: [20/73]	Loss 1.1676 (1.2694)	Accuracy 43.750 (50.893)
Test: [30/73]	Loss 1.2719 (1.2686)	Accuracy 59.375 (51.310)
Test: [40/73]	Loss 1.4973 (1.2710)	Accuracy 34.375 (51.448)
Test: [50/73]	Loss 1.1172 (1.2445)	Accuracy 56.250 (52.512)
Test: [60/73]	Loss 1.3833 (1.2569)	Accuracy 43.750 (51.588)
Test: [70/73]	Loss 1.2614 (1.2546)	Accuracy 43.750 (51.585)
Current Accuracy: 51.712
The best accuracy: 56.592464447021484
An epoch time: {:.1f}s94.52598714828491
********************29********************
Current learning rate: 0.01
Epoch: [29][  0/292]	Loss 1.4738 (1.4738)	Accuracy 40.625 (40.625)
Epoch: [29][ 10/292]	Loss 1.4835 (1.2455)	Accuracy 46.875 (49.148)
Epoch: [29][ 20/292]	Loss 0.9829 (1.2487)	Accuracy 59.375 (50.893)
Epoch: [29][ 30/292]	Loss 1.3972 (1.2370)	Accuracy 46.875 (51.310)
Epoch: [29][ 40/292]	Loss 1.4635 (1.2472)	Accuracy 43.750 (51.524)
Epoch: [29][ 50/292]	Loss 1.6241 (1.2768)	Accuracy 56.250 (50.797)
Epoch: [29][ 60/292]	Loss 1.4506 (1.2881)	Accuracy 46.875 (50.871)
Epoch: [29][ 70/292]	Loss 1.0906 (1.2785)	Accuracy 62.500 (51.320)
Epoch: [29][ 80/292]	Loss 1.3013 (1.2641)	Accuracy 46.875 (51.698)
Epoch: [29][ 90/292]	Loss 1.2361 (1.2667)	Accuracy 53.125 (51.751)
Epoch: [29][100/292]	Loss 1.2757 (1.2765)	Accuracy 50.000 (51.485)
Epoch: [29][110/292]	Loss 1.7425 (1.2859)	Accuracy 28.125 (50.704)
Epoch: [29][120/292]	Loss 1.2737 (1.2780)	Accuracy 43.750 (51.033)
Epoch: [29][130/292]	Loss 1.1558 (1.2792)	Accuracy 62.500 (51.050)
Epoch: [29][140/292]	Loss 1.3572 (1.2831)	Accuracy 43.750 (50.776)
Epoch: [29][150/292]	Loss 1.0604 (1.2808)	Accuracy 65.625 (50.807)
Epoch: [29][160/292]	Loss 1.2413 (1.2751)	Accuracy 53.125 (51.106)
Epoch: [29][170/292]	Loss 1.5415 (1.2806)	Accuracy 40.625 (50.932)
Epoch: [29][180/292]	Loss 1.1244 (1.2809)	Accuracy 56.250 (50.863)
Epoch: [29][190/292]	Loss 1.1527 (1.2791)	Accuracy 59.375 (50.785)
Epoch: [29][200/292]	Loss 1.3151 (1.2848)	Accuracy 40.625 (50.420)
Epoch: [29][210/292]	Loss 1.6674 (1.2900)	Accuracy 43.750 (50.385)
Epoch: [29][220/292]	Loss 1.3304 (1.2893)	Accuracy 46.875 (50.467)
